1,0.002551,0.000000
2,0.004032,0.000000
3,0.004639,0.000000
4,0.005052,0.958750
5,0.006838,0.162000
6,0.008653,0.789125
7,0.009190,0.789125
8,0.009838,0.000000
9,0.011470,1.273000
10,0.013339,0.800125
11,0.013896,0.800125
12,0.015474,0.800125
13,0.015785,0.167250
14,0.017456,0.911875
15,0.018991,0.000000
16,0.019866,1.221125
17,0.020326,0.000000
18,0.022234,0.640125
19,0.022531,0.505125
20,0.024632,0.045625
21,0.026034,1.121250
22,0.026794,0.000000
23,0.027192,0.000000
24,0.028939,0.020125
25,0.029241,0.020125
26,0.031516,0.627375
27,0.031908,0.627375
28,0.033322,1.241875
29,0.033566,1.241875
30,0.036007,0.936375
31,0.036370,0.936375
32,0.037934,0.331500
33,0.038450,0.331500
34,0.040039,0.819125
35,0.040883,0.000000
36,0.041557,1.271250
37,0.043072,0.000000
38,0.044254,0.779250
39,0.048980,0.943375
40,0.049714,1.206000
41,0.051363,1.206000
42,0.052385,0.000000
43,0.054794,0.032125
44,0.055126,0.032125
45,0.056846,0.000000
46,0.057883,0.000000
47,0.061002,0.040375
48,0.062637,0.000000
49,0.063301,0.000000
50,0.065298,1.252250
51,0.068329,0.914375
52,0.068613,0.300875
53,0.069164,0.300875
54,0.070672,0.300875
55,0.071313,0.000000
56,0.071637,0.000000
57,0.074406,0.753125
58,0.075107,0.753125
59,0.075510,0.377875
60,0.076789,0.121875
61,0.078912,0.121875
62,0.079665,0.000375
63,0.081244,0.000375
64,0.081506,0.000000
65,0.081719,0.000000
66,0.083591,0.000000
67,0.083869,0.531625
68,0.084115,0.531625
69,0.084964,0.019875
70,0.086178,1.165250
71,0.087114,1.165250
72,0.088288,0.000000
73,0.088577,1.031500
74,0.090842,0.450125
75,0.091537,0.450125
76,0.092989,0.680000
77,0.093253,0.000000
78,0.093497,0.000000
79,0.095565,0.000000
80,0.095814,0.000000
81,0.096113,0.000000
82,0.097883,0.272375
83,0.098505,0.272375
84,0.098862,0.272375
85,0.101044,0.855250
86,0.101399,0.000000
87,0.103120,1.261625
88,0.103453,1.261625
89,0.105353,0.734125
90,0.105681,0.734125
91,0.107266,0.103625
92,0.107601,0.103625
93,0.108388,1.012500
94,0.110757,1.169375
95,0.111110,1.169375
96,0.113594,0.571375
97,0.115309,0.614000
98,0.115659,0.008000
99,0.117305,1.184250
100,0.117873,0.000000
101,0.119755,1.007750
102,0.120192,0.080750
103,0.121989,0.428500
104,0.123536,0.428500
105,0.124426,0.000000
106,0.124705,0.000000
107,0.127055,1.266250
108,0.127330,0.870250
109,0.127533,0.870250
110,0.129998,0.242250
111,0.130349,0.242250
112,0.132276,0.000000
113,0.133674,0.000000
114,0.136102,0.707625
115,0.136666,0.411750
116,0.138429,0.096250
117,0.138802,0.096250
118,0.140839,1.070625
119,0.142752,0.000000
120,0.145480,0.550250
121,0.147017,0.594125
122,0.147258,1.201750
123,0.148191,1.201750
124,0.150751,0.111000
125,0.151059,0.111000
126,0.153235,0.727375
127,0.156430,0.000000
128,0.156708,0.000000
129,0.157144,0.000000
130,0.158767,0.849125
131,0.160001,0.303875
132,0.161329,0.926625
133,0.162137,0.926625
134,0.163676,1.244500
135,0.164479,1.244500
136,0.164858,0.000000
137,0.166764,0.687625
138,0.167180,0.438250
139,0.168974,0.069375
140,0.170511,0.069375
141,0.171402,0.000000
142,0.171690,0.000000
143,0.174039,1.126625
144,0.174317,0.528250
145,0.174522,0.528250
146,0.174915,0.528250
147,0.177194,0.000000
148,0.178725,0.000000
149,0.178980,0.000000
150,0.179185,0.000000
151,0.179389,0.000000
152,0.180019,0.000000
153,0.181910,0.132375
154,0.182480,0.365500
155,0.183630,0.740000
156,0.183876,0.740000
157,0.185780,0.740000
158,0.186053,1.272500
159,0.186259,1.272500
160,0.188811,0.825500
161,0.189158,0.825500
162,0.190223,0.334625
163,0.191661,0.186750
164,0.193050,0.000000
165,0.193269,0.000000
